Imprint,Product ID,Full Title,ISSN,Change History,Journal title,OA model,Currency,Price,freedom_collection
Elsevier,10065,Ticks and Tick-borne Diseases,1877-959X,NA,Ticks and Tick-borne Diseases,Hybrid,USD,2200,Freedom Collection
Elsevier,12984,Tourism Management Perspectives,2211-9736,NA,Tourism Management Perspectives,Hybrid,USD,1800,Freedom Collection
Elsevier,16825,Toxicologie Analytique et Clinique,2352-0078,NA,NA,NA,NA,NA,not included
Elsevier,08056,Toxicology,0300-483X,NA,Toxicology,Hybrid,USD,3000,Freedom Collection
Elsevier,08057,Toxicology Letters,0378-4274,NA,Toxicology Letters,Hybrid,USD,3000,Freedom Collection
Elsevier,13466,Toxicology Reports,2214-7500,NA,Toxicology Reports,Open Access,USD,1600,not included
Elsevier,05189,TrAC Trends in Analytical Chemistry,0165-9936,NA,Trends in Analytical Chemistry,Hybrid,USD,3550,Freedom Collection
Elsevier,18294,Transactions of A. Razmadze Mathematical Institute,2346-8092,NA,NA,NA,NA,NA,not included
Elsevier,04253,Transactions of Nonferrous Metals Society of China,1003-6326,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18373,Translational Medicine of Aging,2468-5011,NA,NA,NA,NA,NA,not included
Elsevier,18418,Translational Metabolic Syndrome Research,2588-9303,NA,NA,NA,NA,NA,not included
Elsevier,14194,Translational Oncology,1936-5233,NA,Translational Oncology,Open Access,USD,2300,not included
Elsevier,13243,Translational Research,1931-5244,Formerly known as Journal of Laboratory and Clinical Medicine,Translational Research,Hybrid,USD,3000,Freedom Collection
Elsevier,10517,Translational Research in Anatomy,2214-854X,NA,Translational Research in Anatomy,Open Access,USD,1500,not included
Elsevier,05560,Transplant Immunology,0966-3274,NA,Transplant Immunology,Hybrid,USD,3000,Freedom Collection
Elsevier,07002,Transplantation Proceedings,0041-1345,NA,Transplantation Proceedings,Hybrid,USD,2550,Freedom Collection
Elsevier,18852,Transplantation Reports,2451-9596,NA,Transplantation Reports,Open Access,USD,1800,not included
Elsevier,17026,Transportation Geotechnics,2214-3912,NA,Transportation Geotechnics,Hybrid,USD,2500,Freedom Collection
Elsevier,17736,Transportation Research Procedia,2352-1465,NA,Transportation Research Procedia,Open Access,USD,0,not included
Elsevier,18090,Trauma Case Reports,2352-6440,NA,Trauma Case Reports,Open Access,USD,750,not included
Elsevier,17029,Travel Behaviour and Society,2214-367X,NA,Travel Behaviour and Society,Hybrid,USD,1800,Freedom Collection
Elsevier,04052,Travel Medicine and Infectious Disease,1477-8939,NA,Travel Medicine and Infectious Disease,Hybrid,USD,2500,Freedom Collection
Elsevier,12728,Trends in Anaesthesia and Critical Care,2210-8440,Formerly known as Current Anaesthesia & Critical Care,Trends in Anaesthesia and Critical Care,Hybrid,USD,2500,Freedom Collection
Elsevier,07770,Trends in Cardiovascular Medicine,1050-1738,NA,Trends in Cardiovascular Medicine,Hybrid,USD,3000,Freedom Collection
Elsevier,17016,Trends in Environmental Analytical Chemistry,2214-1588,NA,Trends in Environmental Analytical Chemistry,Hybrid,USD,2600,Freedom Collection
Elsevier,02124,Trends in Food Science & Technology,0924-2244,NA,Trends in Food Science & Technology,Hybrid,USD,3000,Freedom Collection
Elsevier,03086,Tribology International,0301-679X,Formerly known as Tribology,Tribology International,Hybrid,USD,3000,Freedom Collection
Elsevier,18219,Turkish Journal of Emergency Medicine,2452-2473,NA,Turkish Journal of Emergency Medicine,Open Access,USD,0,not included
Elsevier,05247,Ultrasonics,0041-624X,NA,Ultrasonics,Hybrid,USD,2800,Freedom Collection
Elsevier,05248,Ultrasonics Sonochemistry,1350-4177,NA,Ultrasonics - Sonochemistry,Hybrid,USD,2200,Freedom Collection
Elsevier,07554,Ultrasound in Medicine & Biology,0301-5629,NA,NA,NA,NA,NA,not included
Elsevier,18235,Underground Space,2467-9674,NA,NA,NA,NA,NA,not included
Elsevier,08819,Urban Climate,2212-0955,NA,Urban Climate,Hybrid,USD,3300,Freedom Collection
Elsevier,13130,Urologic Clinics of North America,0094-0143,NA,Urologic Clinics of North America,Hybrid,USD,3000,not included
Elsevier,13326,Urologic Oncology: Seminars and Original Investigations,1078-1439,NA,Urologic Oncology: Seminars and Original Investigations,Hybrid,USD,3000,Freedom Collection
Elsevier,07584,Urology,0090-4295,NA,Urology,Hybrid,USD,3000,Freedom Collection
Elsevier,14156,Urology Case Reports,2214-4420,NA,Urology Case Reports,Open Access,USD,650,not included
Elsevier,18747,Urology Practice,2352-0779,NA,Urology Practice,Hybrid,USD,3000,not included
Elsevier,03094,Vaccine,0264-410X,NA,Vaccine,Hybrid,USD,2450,Freedom Collection
Elsevier,16434,Vacunas (English Edition),2445-1460,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,12934,Value in Health,1098-3015,NA,Value in Health,Hybrid,USD,2750,Freedom Collection
Elsevier,14112,Value in Health Regional Issues,2212-1099,NA,Value in Health Regional Issues,Hybrid,USD,1500,Freedom Collection
Elsevier,07532,Vascular Pharmacology,1537-1891,Formerly known as General Pharmacology: The Vascular System,Vascular Pharmacology,Hybrid,USD,3000,Freedom Collection
Elsevier,14153,Vehicular Communications,2214-2096,NA,Vehicular Communications,Hybrid,USD,3000,Freedom Collection
Elsevier,18377,Veterinary Anaesthesia and Analgesia,1467-2987,NA,NA,NA,NA,NA,not included
Elsevier,18258,Veterinary and Animal Science,2451-943X,NA,Veterinary and Animal Science,Open Access,USD,1600,not included
Elsevier,13006,Veterinary Clinics of North America: Equine Practice,0749-0739,Formerly part of Veterinary Clinics of North America: Large Animal Practice,Veterinary Clinics of North America: Equine Practice,Hybrid,USD,3000,not included
Elsevier,13008,Veterinary Clinics of North America: Exotic Animal Practice,1094-9194,NA,Veterinary Clinics of North America: Exotic Animal Practice,Hybrid,USD,3000,not included
Elsevier,13009,Veterinary Clinics of North America: Food Animal Practice,0749-0720,Formerly part of Veterinary Clinics of North America: Large Animal Practice,Veterinary Clinics of North America: Food Animal Practice,Hybrid,USD,3000,not included
Elsevier,13041,Veterinary Clinics of North America: Small Animal Practice,0195-5616,Formerly part of Veterinary Clinics of North America,Veterinary Clinics of North America: Small Animal Practice,Hybrid,USD,3000,not included
Elsevier,05133,Veterinary Immunology and Immunopathology,0165-2427,NA,Veterinary Immunology and Immunopathology,Hybrid,USD,3300,Freedom Collection
Elsevier,05134,Veterinary Microbiology,0378-1135,NA,Veterinary Microbiology,Hybrid,USD,3500,Freedom Collection
Elsevier,05135,Veterinary Parasitology,0304-4017,NA,Veterinary Parasitology,Hybrid,USD,3200,Freedom Collection
Elsevier,18250,Veterinary Parasitology: Regional Studies and Reports,2405-9390,NA,Veterinary Parasitology: Regional Studies and Reports,Hybrid,USD,2000,Freedom Collection
Elsevier,05190,Vibrational Spectroscopy,0924-2031,NA,Vibrational Spectroscopy,Hybrid,USD,2600,Freedom Collection
Elsevier,18886,VideoGIE,2468-4481,NA,NA,NA,NA,NA,not included
Elsevier,05082,Virus Research,0168-1702,NA,Virus Research,Hybrid,USD,2750,Freedom Collection
Elsevier,18375,Visual Informatics,2468-502X,NA,NA,NA,NA,NA,not included
Elsevier,18837,Visual Journal of Emergency Medicine,2405-4690,NA,Visual Journal of Emergency Medicine,Hybrid,USD,500,Freedom Collection
Elsevier,18415,Water-Energy Nexus,2588-9125,NA,NA,NA,NA,NA,not included
Elsevier,10095,Water Resources and Economics,2212-4284,NA,Water Resources and Economics,Hybrid,USD,3000,Freedom Collection
Elsevier,10094,Water Resources and Industry,2212-3717,NA,Water Resources and Industry,Open Access,USD,1800,not included
Elsevier,18054,Water Science,1110-4929,NA,Water Science,Open Access,USD,0,not included
Elsevier,18175,Water Science and Engineering,1674-2370,NA,Water Science and Engineering,Open Access,USD,0,not included
Elsevier,18344,Water Security,2468-3124,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,05250,Wave Motion,0165-2125,NA,Wave Motion,Hybrid,USD,2200,Freedom Collection
Elsevier,06038,Wear,0043-1648,NA,Wear,Hybrid,USD,3000,Freedom Collection
Elsevier,10153,Weather and Climate Extremes,2212-0947,NA,Weather and Climate Extremes,Open Access,USD,1500,not included
Elsevier,13454,Wilderness & Environmental Medicine,1080-6032,Formerly known as Journal of Wilderness Medicine,Wilderness & Environmental Medicine,Hybrid,USD,3000,Freedom Collection
Elsevier,10122,Wine Economics and Policy,2212-9774,NA,Wine Economics and Policy,Open Access,USD,0,not included
Elsevier,04262,Women and Birth,1871-5192,Formerly known as Australian Midwifery,Women and Birth,Hybrid,USD,1700,Freedom Collection
Elsevier,07779,Women's Health Issues,1049-3867,NA,Women's Health Issues,Hybrid,USD,3000,Freedom Collection
Elsevier,18291,World Development Perspectives,2452-2929,NA,World Development Perspectives,Hybrid,USD,1100,Freedom Collection
Elsevier,10105,World Journal of Acupuncture - Moxibustion,1003-5257,NA,World Journal of Acupuncture ? Moxibustion,Hybrid,USD,1000,Freedom Collection
Elsevier,18177,World Journal of Otorhinolaryngology-Head and Neck Surgery,2095-8811,NA,NA,NA,NA,NA,not included
Elsevier,07765,World Neurosurgery,1878-8750,Formerly known as Surgical Neurology,World Neurosurgery,Hybrid,USD,2600,Freedom Collection
Elsevier,10513,Wound Medicine†,2213-9095,NA,Wound Medicine,Hybrid,USD,1700,Freedom Collection
Elsevier Advanced Technology,02061,Additives for Polymers,0306-3747,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Advanced Technology,02265,Biometric Technology Today,0969-4765,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Advanced Technology,02065,Computer Fraud & Security,1361-3723,Formerly known as Computer Fraud & Security Bulletin,NA,NA,NA,NA,Freedom Collection
Elsevier Advanced Technology,02066,Computer Law & Security Review,0267-3649,NA,Computer Law & Security Review: The International Journal of Technology Law and Practice,Hybrid,USD,2400,Freedom Collection
Elsevier Advanced Technology,02069,Computers & Security,0167-4048,NA,Computers & Security,Hybrid,USD,2600,Freedom Collection
Elsevier Advanced Technology,02207,Filtration Industry Analyst,1365-6937,NA,NA,NA,NA,NA,not included
Elsevier Advanced Technology,02127,Filtration + Separation,0015-1882,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Advanced Technology,02233,Fuel Cells Bulletin,1464-2859,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Advanced Technology,02095,Membrane Technology,0958-2118,NA,NA,NA,NA,NA,not included
Elsevier Advanced Technology,02097,Metal Powder Report,0026-0657,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Advanced Technology,02158,Network Security,1353-4858,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Advanced Technology,02167,Pump Industry Analyst,1359-6128,NA,NA,NA,NA,NA,not included
Elsevier Advanced Technology,02104,Reinforced Plastics,0034-3617,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Advanced Technology,02129,Sealing Technology,1350-4789,NA,NA,NA,NA,NA,not included
Elsevier Advanced Technology,02113,World Pumps,0262-1762,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Current Trends,02219,Current Opinion in Biotechnology,0958-1669,NA,Current Opinion in Biotechnology,Hybrid,USD,4150,Freedom Collection
Elsevier Current Trends,02220,Current Opinion in Cell Biology,0955-0674,NA,Current Opinion in Cell Biology,Hybrid,USD,4150,Freedom Collection
Elsevier Current Trends,02221,Current Opinion in Chemical Biology,1367-5931,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Current Trends,02222,Current Opinion in Genetics & Development,0959-437X,NA,Current Opinion in Genetics & Development,Hybrid,USD,4150,Freedom Collection
Elsevier Current Trends,02223,Current Opinion in Immunology,0952-7915,NA,Current Opinion in Immunology,Hybrid,USD,3900,Freedom Collection
Elsevier Current Trends,02224,Current Opinion in Microbiology,1369-5274,NA,Current Opinion in Microbiology,Hybrid,USD,4150,Freedom Collection
Elsevier Current Trends,02225,Current Opinion in Neurobiology,0959-4388,NA,Current Opinion in Neurobiology,Hybrid,USD,4150,Freedom Collection
Elsevier Current Trends,02226,Current Opinion in Plant Biology,1369-5266,NA,Current Opinion in Plant Biology,Hybrid,USD,4150,Freedom Collection
Elsevier Current Trends,02227,Current Opinion in Structural Biology,0959-440X,NA,Current Opinion in Structural Biology,Hybrid,USD,4150,Freedom Collection
Elsevier Current Trends,02168,Drug Discovery Today,1359-6446,"Incorporating Drug Discovery Today: TARGETS, Drug Discovery Today: BIOSILICO and Pharmaceutical Science & Technology Today",Drug Discovery Today,Hybrid,USD,4050,Freedom Collection
Elsevier Current Trends,00574,Endeavour,0160-9327,NA,Endeavour,Hybrid,USD,750,Freedom Collection
Elsevier Current Trends,02115,Trends in Biochemical Sciences,0968-0004,NA,Trends in Biochemical Sciences,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02119,Trends in Biotechnology,0167-7799,NA,Trends in Biotechnology,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02123,Trends in Cell Biology,0962-8924,NA,Trends in Cell Biology,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02201,Trends in Cognitive Sciences,1364-6613,NA,Trends in Cognitive Sciences,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02122,Trends in Ecology & Evolution,0169-5347,NA,Trends in Ecology & Evolution,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,07769,Trends in Endocrinology & Metabolism,1043-2760,NA,Trends in Endocrinology & Metabolism,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02120,Trends in Genetics,0168-9525,NA,Trends in Genetics,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02118,Trends in Immunology,1471-4906,Formerly known as Immunology Today,Trends in Immunology,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02125,Trends in Microbiology,0966-842X,NA,Trends in Microbiology,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02161,Trends in Molecular Medicine,1471-4914,Formerly known as Molecular Medicine Today,Trends in Molecular Medicine,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02116,Trends in Neurosciences,0166-2236,NA,Trends in Neurosciences,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02121,Trends in Parasitology,1471-4922,Formerly known as Parasitology Today,Trends in Parasitology,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02117,Trends in Pharmacological Sciences,0165-6147,NA,Trends in Pharmacological Sciences,Hybrid,USD,3800,Freedom Collection
Elsevier Current Trends,02169,Trends in Plant Science,1360-1385,NA,Trends in Plant Science,Hybrid,USD,3800,Freedom Collection
Elsevier Doyma,15795,Acta Otorrinolaringologica (English Edition),2173-5735,NA,Acta Otorrinolaringologica (English Edition),Hybrid,EUR,3000,Freedom Collection
Elsevier Doyma,15720,Acta OtorrinolaringolÛgica EspaÒola,0001-6519,NA,Acta Otorrinolaringologica Espanola,Hybrid,EUR,3000,not included
Elsevier Doyma,15717,Actas Dermo-Sifiliogr·ficas,0001-7310,NA,Actas dermosifiliograficas,Hybrid,USD,3000,not included
Elsevier Doyma,15768,Actas Dermo-Sifiliogr·ficas (English Edition),1578-2190,NA,Actas Dermo-Sifiliogr√°ficas (English Edition),Hybrid,USD,3000,Freedom Collection
Elsevier Doyma,15762,Actas UrolÛgicas EspaÒolas,0210-4806,NA,Actas Urologicas Espanolas,Hybrid,USD,3000,not included
Elsevier Doyma,15794,Actas UrolÛgicas EspaÒolas (English Edition),2173-5786,NA,Actas Urol√≥gicas Espa√±olas (English Edition),Hybrid,USD,3000,Freedom Collection
Elsevier Doyma,15754,Allergologia et Immunopathologia,0301-0546,NA,Allergologia et Immunopathologia,Hybrid,USD,3000,not included
Elsevier Doyma,15704,Anales de CirugÌa Vascular,1130-2542,NA,NA,NA,NA,NA,not included
Elsevier Doyma,15711,Anales de PediatrÌa,1695-4033,NA,Anales de Pediatria,Open Access,USD,3000,not included
Elsevier Doyma,15755,Anales de Pediatria Continuada,1696-2818,NA,NA,NA,NA,NA,not included
Elsevier Doyma,15767,AngiologÌa,0003-3170,NA,Angiolog√≠a,Hybrid,USD,3000,not included
Elsevier Doyma,15764,Apunts. Medicina de líEsport,1886-6581,NA,Apunts. Medicina de l'Esport,Hybrid,USD,3000,not included
Elsevier Doyma,15701,Archivos de BronconeumologÌa,0300-2896,NA,Archivos de Bronconeumologia,Hybrid,USD,3000,not included
Elsevier Doyma,15700,Archivos de BronconeumologÌa (English Edition),1579-2129,NA,Archivos de Bronconeumolog√≠a (English Edition),Hybrid,USD,3000,Freedom Collection
Elsevier Doyma,15765,Archivos de la Sociedad EspaÒola de OftalmologÌa,0365-6691,NA,Archivos de la Sociedad Espanola de Oftalmologia,Hybrid,USD,3000,not included
Elsevier Doyma,15797,Archivos de la Sociedad EspaÒola de OftalmologÌa (English Edition),2173-5794,NA,Archivos de la Sociedad Espa√±ola de Oftalmolog√≠a (English Ed),Hybrid,USD,3000,Freedom Collection
Elsevier Doyma,15721,AtenciÛn Primaria,0212-6567,NA,Atencion Primaria,Open Access,EUR,0,not included
Elsevier Doyma,15789,BRQ Business Research Quarterly,2340-9436,Formerly known as Cuadernos de EconomÌa y DirecciÛn de la Empresa,BRQ Business Research Quarterly,Open Access,USD,0,not included
Elsevier Doyma,15763,Cardiocore,1889-898X,NA,Cardiocore,Hybrid,USD,3000,not included
Elsevier Doyma,15997,CirugÌa Cardiovascular,1134-0096,NA,Cirug√≠a Cardiovascular,Open Access,USD,0,not included
Elsevier Doyma,15745,CirugÌa EspaÒola,0009-739X,NA,Cirugia Espanola,Hybrid,USD,3000,not included
Elsevier Doyma,15792,CirugÌa EspaÒola (English Edition),2173-5077,NA,NA,NA,NA,NA,Freedom Collection
Elsevier Doyma,15756,ClÌnica e InvestigaciÛn en Arteriosclerosis,0214-9168,NA,Clinica e Investigacion en Arteriosclerosis,Hybrid,EUR,3000,not included
